Date,Low,Open,Volume,High,Close
5/8/2020,94.85,96.46,"4,860,484",98.59,98.34
5/11/2020,95.8,96.3,"3,740,133",97.28,96.54
5/12/2020,94.38,96,"3,780,554",96.49,94.44
5/13/2020,91.33,94.22,"3,263,226",94.36,92.61
5/14/2020,91.99,92.37,"3,997,537",94.89,94.73
5/15/2020,93.56,94.84,"6,728,372",97.49,97.14
5/18/2020,97.89,97.98,"6,404,682",102.54,101.71
5/19/2020,95.97,98.23,"21,434,155",99.58,98.42
5/20/2020,97.62,98.96,"5,989,742",99.62,97.96
5/21/2020,92.83,98.57,"5,597,258",98.57,94.22
5/22/2020,94.18,94.37,"4,858,501",96.54,95.62
5/26/2020,94.29,96.74,"5,016,518",97.06,95.39
5/27/2020,94.88,95.48,"4,548,840",97.99,97.02
5/28/2020,96.97,97.34,"5,470,473",99.65,99.04
5/29/2020,97.14,99.09,"9,810,687",100.21,99.85
6/1/2020,99.13,99.78,"2,908,974",100.81,99.52
6/2/2020,98.33,98.48,"4,729,140",100.31,100.22
6/3/2020,100.25,100.72,"3,763,248",102.16,101.02
6/4/2020,99.61,101.35,"2,539,099",101.5,99.98
6/5/2020,100.31,101.11,"3,965,646",102.77,100.94
6/8/2020,100.25,100.55,"5,053,219",104.92,104.27
6/9/2020,101.58,101.99,"5,046,317",103.35,103
6/10/2020,102.62,102.62,"6,285,156",106.52,105.59
6/11/2020,100.55,104.32,"7,703,494",105.12,100.7
6/12/2020,100.07,104.06,"5,299,071",104.86,102.12
6/15/2020,100.54,101.13,"3,853,048",105,104.49
6/16/2020,99.92,103.81,"5,778,098",103.81,102.7
6/17/2020,102.15,102.81,"3,764,362",104.61,102.44
6/18/2020,103.06,103.63,"4,707,600",106.64,106.19
6/19/2020,106.19,107.14,"9,285,484",108.8,106.7
6/22/2020,105.83,106.66,"5,099,944",108.5,106.4
6/23/2020,103.31,103.51,"22,971,548",110.26,106.96
6/24/2020,104.57,105.46,"66,903,148",109.14,108.43
6/25/2020,108.51,109.78,"55,407,312",111.58,110.19
6/26/2020,104.73,109.15,"25,367,779",109.85,105.2
6/29/2020,103.95,105.79,"9,097,070",106.26,105.96
6/30/2020,104,105.9,"10,833,810",106.2,104.15
7/1/2020,103.85,105.68,"9,599,885",106.25,106.13
7/2/2020,105.35,106.95,"6,411,905",107.34,106.01
7/6/2020,106.2,106.6,"5,256,628",107.68,106.78
7/7/2020,105.55,106.44,"5,572,497",107.59,105.8
7/8/2020,105.37,106.25,"4,300,360",106.63,106.61
7/9/2020,105.05,106.66,"3,956,566",106.72,106.17
7/10/2020,105.29,105.82,"4,557,925",107.19,107.05
7/13/2020,104.23,106.89,"5,752,750",107.55,104.52
7/14/2020,103.57,103.57,"7,882,234",106.54,105.39
7/15/2020,104.53,105.51,"4,476,262",106.08,104.92
7/16/2020,103.43,104.5,"5,751,199",104.86,104.49
7/17/2020,104.09,104.87,"4,009,251",105.73,105.35
7/20/2020,105.03,105.4,"3,632,370",106.28,106.14
7/21/2020,105.25,106.35,"3,602,530",106.48,105.58
7/22/2020,104.74,105.66,"4,655,264",106.34,104.93
7/23/2020,104.36,105.21,"6,640,827",105.28,104.51
7/24/2020,104.23,104.52,"4,989,983",105.23,104.93
7/27/2020,104.35,104.53,"7,958,877",106.27,105.62
